Age,Income_Level,Occupation,Mobile_App_Usage,Fintech_Disruption,Compliance_Costs,Regulatory_Risks,Regulatory_Changes,Service_Quality,Market_Share,Brand_Reputation,Cost_Income_Ratio,Credit_Risk,Capital_Adequacy,Strategic_Alliances
41,58928.25364,Doctor,0.589405165,0.095530056,576084.6654,112237.4219,1,-1.766598719,0.17655762,1.537137811,0.538701051,0.503042368,0.12492651,0.515515634
61,44367.41389,Doctor,0.864434335,0.087604679,506008.5995,-45976.46158,0,-0.865009643,0.138561193,-0.12371717,0.633254159,0.556337304,0.149983855,-1.003344064
47,75392.57791,Engineer,0.449702967,0.147267068,538831.2005,54339.08279,0,-0.517346573,0.189536764,0.74313218,0.446978585,0.428021303,0.119506277,-0.110033424
55,63967.93579,Unemployed,0.625373966,-0.060398063,624950.4901,314.7726906,0,-1.42399385,0.288489537,-0.147816265,0.43945453,0.563995969,0.159949874,-1.635265886
19,46100.89609,Student,0.646769317,-0.022954866,366722.2603,122999.0368,0,-0.493727586,0.262423402,1.070912943,0.526472528,0.399182252,0.143724816,1.356046347
77,61496.23079,Unemployed,0.708578632,-0.163948416,465056.0673,98268.31428,1,-1.405281887,0.302059525,0.752848331,0.619216424,0.51711014,0.06837743,1.052649389
38,55252.11713,Teacher,0.609798315,-0.039247111,422743.1251,-140007.0723,,0.162383185,0.223962505,-0.333314995,0.443032687,0.281945318,0.034700005,-0.472684388
50,52334.65796,nan,0.630805054,0.099657051,537915.3119,58726.24135,0,-1.228745256,0.20715501,-0.405301061,0.612704269,0.617322909,0.100965376,0.261835321
29,58026.52256,Student,0.560835143,-0.046649538,623022.2176,-20562.78536,0,0.030146399,0.150085347,0.486960639,0.500544075,0.500087559,0.040943477,0.038485528
75,50540.70874,Doctor,0.626912694,0.06404798,440302.5713,8283.257052,1,1.162007704,0.213483389,-0.65540604,0.514017453,0.34052876,0.104156291,-0.612393785
39,52403.51156,Student,0.565680772,-0.019050311,260969.5633,-72817.1901,1,0.78237277,0.193481936,0.190632596,0.729958848,0.562875431,0.09962988,0.123193661
78,58233.52516,Doctor,0.662157189,0.032405703,458777.9255,174813.7069,1,-0.081710692,0.238931368,-0.355796578,0.603729408,0.663215224,0.165045562,-0.442771557
61,70524.52742,Doctor,0.563038966,-0.114769139,591347.3732,104006.182,1,-0.988737318,0.143887251,0.368102648,0.509619462,0.407358954,0.125253133,0.98033867
42,52511.94972,Student,0.637710039,0.008520945,553762.9903,-73977.1164,,0.159177116,0.202634123,-0.161017576,0.618683347,0.478978806,0.14889676,-0.210808325
66,45462.03335,Doctor,0.597073719,-0.299113597,542818.6248,-133461.0607,,-0.695719124,0.121325144,-0.692581177,0.45303817,0.44851761,0.075520256,2.390535477
44,29707.69145,Doctor,0.712605025,-0.018689616,472000.6698,-38567.2631,0,0.201123459,0.21688063,1.105306907,0.638233033,0.422978309,0.176483414,-0.077847782
76,69613.03472,Teacher,0.594860628,-0.163047324,372096.9264,43450.26461,,-1.715285217,0.233787594,0.239556237,0.710731819,0.41244379,0.144682405,0.112770745
59,47367.58287,Unemployed,0.422696753,0.120599452,551529.4322,24020.58439,0,0.807261056,0.118924495,-0.053585375,0.666172874,0.435354179,0.121371911,0.528158522
45,55348.0929,Unemployed,0.72619215,0.077740735,416571.819,125313.2825,0,0.033216563,0.133012387,0.419988745,0.81577143,0.440761954,0.00967203,0.837051004
77,69059.07237,nan,0.50942677,0.046667098,718409.6733,78991.97222,,2.20851668,0.135200999,-1.671187333,0.406160894,0.464353659,0.158936989,0.077974462
33,52276.02321,nan,0.534623366,0.152100623,557050.7208,96956.90258,0,1.306061462,0.191118752,2.090184825,0.612696908,0.457092335,0.188666753,0.506379499
32,48053.29738,Teacher,0.540433871,-0.094891652,441935.1697,32685.54006,1,0.566186936,0.130125769,0.024687764,0.465649927,0.576117101,0.100564311,0.182803964
79,64196.72978,nan,0.737443809,0.17473632,438861.4753,-138929.873,0,-0.123992974,0.268924511,-1.96317291,0.582677857,0.567187632,0.101587438,-0.778582646
79,54607.37068,Student,0.386432579,0.093219156,490705.5793,-19569.85311,1,-0.729604364,0.221807649,1.197094526,0.600154397,0.346649939,0.074166145,-1.0481503
64,55861.05605,Engineer,0.913774853,-0.023655529,476049.8078,106008.974,,0.942409295,0.229951979,-0.751388503,0.827984548,0.440640964,0.01841323,0.699247622
79,34768.3913,Engineer,0.705605681,0.113562015,611683.3776,-5152.292852,,-0.229469791,0.120547606,1.043713353,0.594022289,0.625055725,0.071895309,1.517231025
68,62059.15207,Engineer,0.622323891,-0.110629351,518641.617,50309.03686,0,1.168364633,0.264658904,0.121567488,0.592156978,0.529402496,0.182970975,-1.630953213
61,53755.88068,Teacher,0.5945106,-0.082451416,426836.8261,-31874.83152,1,0.400823164,0.232480472,-1.570414825,0.700515911,0.533447071,0.153950568,-1.434562378
72,36284.1062,Teacher,0.628555407,-0.060858972,689044.0685,-102981.1849,0,0.407997127,0.165882718,0.261261709,0.594717826,0.523897842,0.061364567,-1.44422132
69,54850.94112,Doctor,0.652112243,-0.052897771,504930.8332,-12334.4064,,0.594526127,0.122911604,0.187709448,0.783114708,0.473833891,0.071080644,0.775144551
74,29374.74326,Engineer,0.664521559,-0.105655764,576883.9676,30904.7443,0,-0.919626938,0.196193639,1.151771469,0.666968449,0.495895221,0.2067541,0.858602957
20,73419.75203,Student,0.655560447,0.122308307,439177.3493,-65568.77195,0,-1.022136244,0.176678429,0.52216387,0.682850308,0.459610109,0.048992239,-0.976339319
54,38981.452,nan,0.608958068,-0.02588544,536311.5628,-23571.12449,1,-1.056709448,0.178753658,-1.239411647,0.413243606,0.585573525,0.064228724,2.205786353
68,66117.92766,Student,0.580266158,0.035250497,531110.9991,-93946.3242,,1.047496915,0.1647284,1.002269273,0.798521282,0.460522174,0.078520918,-0.384966529
24,41870.44452,nan,0.584872672,-0.057035137,311035.0708,111924.4918,0,-0.945721588,0.236071795,-0.414064433,0.534354108,0.488704353,0.032099497,1.43564472
38,55602.25711,Engineer,0.580509172,-0.18206033,701527.511,-29445.57576,1,-0.821159708,0.069971249,1.720265309,0.599026983,0.573533745,0.073124486,0.808540758
26,40878.71743,Engineer,0.71337701,0.027005736,629064.4461,145275.5545,0,0.537517127,0.27149639,-0.354779887,0.534729609,0.4672208,0.073884584,-0.958100814
56,59971.15222,Engineer,0.659355672,-0.191225498,460280.4684,152874.7851,1,-0.252049125,0.249905824,-0.211291358,0.497574869,0.492927995,0.054887506,-0.418032695
35,47646.81258,Teacher,0.305961137,-0.006863405,389773.026,-8104.596472,1,-0.379794242,0.210534259,-0.821920333,0.479783163,0.464180201,0.166398558,-0.872417153
21,54677.79546,nan,0.665590078,-0.136831504,534756.1614,-100844.8733,0,-0.466554969,0.192795721,-0.498598036,0.610324166,0.491066508,0.041658536,-1.344319298
42,50150.64382,Teacher,0.619473619,0.1987276,508669.7699,-208589.7878,,-2.325631678,0.254152533,-0.762940683,0.403010321,0.467567796,0.092903704,-0.253221277
77,36343.35214,Teacher,0.598129124,0.091136272,535566.8949,-147203.7073,,-0.966881526,0.197887042,1.176448825,0.575719771,0.446414327,0.056149942,-1.198600152
31,55041.0686,Unemployed,0.561148155,0.010575379,519157.7396,-137383.4825,1,1.181563137,0.186078526,-1.3315083,0.705776865,0.429204707,0.089501302,-0.174947361
67,44967.62514,Student,0.712411272,0.126370668,550624.0989,137846.9627,,-0.539398102,0.256935903,0.804579636,0.663194224,0.482754924,0.05382675,1.932956691
75,60453.12793,Student,0.694752646,-0.084631598,644730.5699,11582.45872,1,-1.900489706,0.304669786,0.828660122,0.643243539,0.601823821,0.103794732,0.696688158
26,47641.40192,Doctor,0.522712233,0.054347938,556810.3205,38960.45241,,-1.007994239,0.151449659,1.377547523,0.510461546,0.562369707,0.116073154,-0.557129889
43,49232.36091,Teacher,0.640705229,0.019981043,395034.4501,-222042.1009,0,0.359853965,0.221239966,0.043761528,0.441390481,0.342081832,0.170109094,-0.638723321
70,66829.26464,nan,0.502834327,0.026402008,636256.2853,-119796.6429,,0.340034609,0.145680406,-1.026693758,0.704179412,0.457085051,0.070570251,-0.401120306
19,73816.36795,Unemployed,0.462038184,0.12723535,664061.4563,88707.97764,1,-0.294280613,0.225081984,-0.171758047,0.555104018,0.436166143,0.180891336,2.071132594
37,57860.33956,Unemployed,0.537328278,0.07324921,815205.6735,28677.41124,1,-0.689204047,0.161090926,0.59469853,0.591692156,0.343767684,0.059651087,-1.088354451
45,47128.59903,Student,0.686239347,0.028872366,387650.5967,-14720.52787,,-1.402195986,0.260577413,0.084729939,0.580240543,0.527527853,0.088099046,-0.001769023
64,46253.38672,Teacher,0.695312505,-0.165488744,524288.2013,56484.23586,0,0.368185036,0.19499403,0.366727752,0.667239297,0.490390878,0.188236988,0.465362924
77,41813.23015,Doctor,0.651308542,-0.09600463,291790.1297,163579.7806,1,0.837870418,0.202323933,1.365286136,0.784331605,0.702294208,0.245147081,1.215488722
24,43747.61816,Teacher,0.672509579,-0.012270893,555314.9156,-22104.24635,1,1.288880002,0.281555755,0.582003354,0.746237415,0.466597967,0.184296828,-0.332670799
61,47263.90256,Engineer,0.651617829,0.009337237,445179.9702,6936.980266,1,-1.110587359,0.163349854,0.198441529,0.366776148,0.422382444,0.088820411,-0.962675694
78,69642.52967,Teacher,0.53585184,-0.113020372,692344.5795,19259.69187,1,1.36552298,0.23424211,-1.844361662,0.569146103,0.412706171,0.125743762,0.289500722
25,48027.78329,Engineer,0.643192254,0.241167668,422538.503,239210.9635,1,-0.056612087,0.168327328,-0.783850585,0.465325648,0.454840935,0.134131844,1.314663731
64,37739.46996,Engineer,0.680040953,0.151639406,331081.6962,-209935.6264,0,0.026571963,0.259814877,-0.404675118,0.693842886,0.559032662,0.117271191,-0.272883303
52,50416.65267,Doctor,0.675429133,0.060211832,452873.6259,68322.30148,,0.893592041,0.289337772,-1.977113179,0.600398348,0.570486808,0.049607673,-0.839417811
31,51781.28426,nan,0.718891337,0.007203686,302451.2229,-11480.22488,0,-0.540953903,0.18685464,-1.109268586,0.660615187,0.792615734,0.111729123,0.110206879
34,50356.3546,Student,0.670830385,-0.021220897,575109.9455,56677.17262,0,-2.163803001,0.09029548,-0.268452561,0.560587553,0.379341847,0.074707717,-1.623587086
53,57996.91223,Teacher,0.635144821,-0.095191846,293491.6954,-65737.2554,1,0.704861548,0.165593147,-0.105718025,0.496062839,0.508623488,0.051579364,-0.218658857
67,50690.05511,Engineer,0.707015024,0.007748052,502845.7581,-4896.503086,0,0.348570744,0.321631816,0.505810266,0.513171927,0.431571846,0.084431538,1.178025683
57,57687.27492,Teacher,0.597347874,0.025775254,292218.818,71141.05795,1,-0.360276847,0.17039429,-0.205292594,0.446698733,0.535049977,0.115766574,0.874846827
21,42196.56646,nan,0.511812535,-0.124176058,467970.2195,311291.0201,0,0.622531344,0.288551058,0.248040643,0.473636593,0.638315717,0.150069157,-0.143864274
19,67807.29438,Student,0.583693304,0.033417642,664337.8156,80803.61894,1,0.82694346,0.1696857,-0.417789449,0.452570694,0.586211138,0.087303584,1.659329393
79,52524.79788,nan,0.525509736,-0.015525905,536064.7891,-84806.5598,1,-1.512006312,0.168450032,0.04201323,0.496429732,0.379239549,0.09606951,1.909874868
23,54002.1897,Student,0.532482173,-0.190780756,413650.6395,-42375.9682,0,0.022512974,0.238959379,0.450972811,0.490772184,0.568465754,0.140196464,0.664086229
71,42154.88106,Unemployed,0.585548133,-0.086038501,496879.6511,-45341.41084,0,-2.277562607,0.23296705,1.472630251,0.639409311,0.288664921,0.103543594,-1.467771341
59,54718.26991,Student,0.520758008,-0.041360553,501801.6872,-179564.3173,,-0.12369319,0.242608709,-0.514642808,0.635486164,0.262008064,0.119077579,-1.879911705
21,56510.65057,Doctor,0.569203847,0.188768766,547263.0346,-33009.01917,,-0.372742244,0.200245528,0.144181992,0.639300421,0.475094944,0.103898424,1.383490164
71,38302.31566,nan,0.410638533,0.055655312,363314.1637,73282.90818,,0.491909017,0.251718005,0.869127537,0.717499536,0.561068022,0.110136584,0.244727918
46,33409.08412,Engineer,0.621329371,-0.133548157,559256.7274,-127423.2119,0,-1.07305523,0.248075005,-1.439593608,0.592166211,0.534819685,0.046048777,1.635554178
35,52936.66024,Unemployed,0.600120548,0.048603629,229560.8368,104848.2651,0,-0.421486536,0.257451403,1.997826125,0.52191854,0.690578823,0.106116334,-1.338682742
43,45112.30177,Doctor,0.518291137,-0.154730399,437011.5448,48777.48211,1,-3.216057199,0.168822047,1.179030753,0.821140358,0.510932698,0.171393119,-0.161185238
61,52599.21469,Teacher,0.665924567,0.108269105,451172.6158,-73423.3322,,0.557503821,0.25168146,-1.711488485,0.69056459,0.48931413,0.108449572,1.02919059
51,37089.63929,nan,0.693757014,-0.047112465,563332.6826,-14152.96373,1,-0.088399917,0.173933193,0.371381842,0.615231979,0.615519284,0.058312453,-0.729787487
27,34394.94086,Engineer,0.439244014,-0.009363619,502263.0853,159832.1808,1,0.087241438,0.192144939,-0.564453434,0.608287445,0.462586732,0.173826502,1.01478506
79,52066.89463,Student,0.523727522,0.132579665,359443.6946,73354.78135,1,-1.493430736,0.191118648,-0.397348032,0.628965352,0.53887483,0.136068584,-0.122779527
53,46502.16239,Engineer,0.523085765,-0.128716357,401500.6874,878.3654898,1,0.398062175,0.150094804,0.350501497,0.579789872,0.544897614,0.138381388,0.028060806
31,28893.00479,Teacher,0.50600969,-0.139711819,519868.001,-23768.3317,,1.652749704,0.113224119,1.050399536,0.612822454,0.402823194,0.137026114,-1.183632897
48,63430.98818,Unemployed,0.682947484,-0.058359933,492093.2658,7660.907045,1,-0.184912719,0.261186202,-0.465872942,0.649937966,0.538746679,0.04368148,0.251386039
65,36923.42932,Unemployed,0.580617386,0.103837885,442087.589,-51176.35579,0,0.650088908,0.164887523,-0.452448206,0.527346379,0.718502693,0.132390249,2.192789682
32,75733.24952,nan,0.573548516,-0.151934608,451916.621,-210474.9506,0,-0.870621023,0.186513014,0.372166762,0.436588415,0.613664971,0.169231523,0.388021805
25,43759.83271,Unemployed,0.399613764,-0.28321556,569616.7997,204217.7911,0,-0.07685619,0.163464161,0.571956322,0.392435723,0.416071046,0.075989914,-0.791724274
31,54015.60568,nan,0.663541803,-0.045115886,448230.7427,15532.49992,,-1.531340614,0.187167273,-1.007131372,0.688789882,0.733865094,0.003569313,1.39554158
40,66469.4901,nan,0.476074161,0.05517408,491190.8756,39814.72651,1,0.788121805,0.174704853,1.723672902,0.441707584,0.568926967,0.118278578,-0.761571527
77,64794.33928,nan,0.605993263,0.120026175,716993.6588,-5790.774988,,0.159840577,0.263954193,-0.643314327,0.646534399,0.542424955,0.101637382,1.721103239
74,69861.36406,Student,0.627737694,-0.046316136,357631.7363,-73511.68007,1,-1.219286386,0.170474793,0.96467424,0.48456441,0.490277844,0.022619224,-1.274959128
79,34769.23761,Doctor,0.73606586,-0.041142661,314815.7268,-18592.44809,,-0.801862177,0.285727707,0.45170465,0.486175405,0.568270565,0.130268928,0.272708407
57,38641.34502,nan,0.46911796,0.115390073,578358.9665,-159939.4762,,0.061086173,0.25696357,0.606323922,0.528180124,0.511178463,0.126514618,1.526312496
38,52259.97274,nan,0.298048784,-0.18697417,432135.6939,227708.6498,1,0.923865016,0.17627765,-0.623951416,0.619413215,0.501964446,0.026693043,-0.866819129
33,58397.47438,Doctor,0.618384954,-0.038852078,468176.2472,-123451.1998,,1.479527204,0.215990582,-1.723850219,0.471140829,0.486689114,0.194465361,0.083160083
62,49887.72557,Engineer,0.780051118,0.019042389,421884.3622,-103196.6284,1,-0.134125379,0.225967316,-0.021401498,0.538306753,0.597376694,0.13755606,1.157289242
35,33620.05964,nan,0.723894635,0.044921872,474019.9859,-44025.92044,0,-1.364648674,0.24208036,-0.017280136,0.597428093,0.586293971,0.00548699,-2.255520972
64,54965.78159,Student,0.620965942,-0.050980669,659853.8112,128807.5725,0,0.23846514,0.24702335,-0.958021908,0.478973821,0.485060579,0.140943203,0.926883751
70,48057.48612,Unemployed,0.550836381,0.003444101,580212.8459,1450.899926,0,1.784882399,0.209331633,0.917943192,0.742823421,0.348101542,0.139491304,-0.087926491
41,47937.61041,Unemployed,0.68071226,-0.248832735,586222.3512,-123613.5796,,-1.622748405,0.152278845,-0.051529438,0.427746226,0.503606606,0.170750403,1.441954154
43,27220.49582,Teacher,0.50264538,-0.065824841,358377.2944,125433.8361,0,-0.954595649,0.232044416,-0.809072662,0.578183082,0.428212364,0.068806206,-0.827497286
42,57974.84204,Teacher,0.647635777,0.045350871,384884.6263,73100.06268,1,0.610964344,0.188174681,0.585071344,0.727254063,0.452642068,0.141665153,-1.386775863
77,51452.0406,Unemployed,0.650547016,-0.098229403,216092.1341,53843.49572,0,0.153599135,0.06053975,0.611620001,0.467553344,0.487514758,0.088167405,-0.543036495
77,67951.64557,Unemployed,0.706020991,0.005898422,419061.9179,71573.42412,0,-0.545019728,0.219513924,-0.716347939,0.589037415,0.393968401,0.072175761,-0.56391647
77,49254.92353,Student,0.875966004,0.04468725,595670.3186,239436.1901,,0.220113873,0.163294497,1.233391932,0.613285868,0.338970184,0.056749675,-0.206485976
62,55663.40131,Doctor,0.639241597,-0.03425492,551694.6516,218509.4895,1,0.977545202,0.177080596,2.243243963,0.519322955,0.52919732,0.00484284,-0.46857971
58,58318.18176,Teacher,0.549103637,0.017046377,477848.6737,-68671.5343,,-0.098336342,0.200301057,-1.090030495,0.592251723,0.502682953,0.1270212,-2.007898574
46,32538.38441,Doctor,0.597442569,-0.096273257,497769.9716,162388.4993,,-0.186007694,0.122317648,-0.183693966,0.656144446,0.498859092,0.086347546,-0.09495637
32,76166.99947,Student,0.42309241,-0.020661128,431111.4457,38316.81898,1,0.58902417,0.206952074,0.337009801,0.55328593,0.551076659,-0.036505891,0.23179671
62,45692.07612,Unemployed,0.530528687,0.061021617,520475.8882,49909.58161,,-0.270514882,0.184164628,2.28026023,0.676432961,0.434046213,0.10376776,-0.193242442
18,54945.66602,nan,0.559071756,0.015697296,576587.8279,-169227.0832,1,1.142523561,0.156139001,-0.733777283,0.639273094,0.533247343,0.157892343,0.286828245
42,56405.82007,Doctor,0.54759116,-0.058653127,338411.3213,-17038.57654,0,2.026739678,0.202312091,-0.939584489,0.54170998,0.633742204,0.034650727,0.084948078
24,41852.15872,Unemployed,0.615235487,0.02242164,529964.7688,-81282.35903,1,-0.892941968,0.115490189,-0.946419147,0.712745437,0.474529406,0.064370046,-1.381993551
26,68469.80331,Unemployed,0.517758007,0.071460979,593243.4871,82805.88149,1,-1.250025533,0.203781339,1.221423593,0.525906289,0.689938376,0.122046085,-0.300852749
41,52659.55269,Engineer,0.712103067,-0.204994128,458489.9711,107108.05,1,0.371719239,0.223529946,-0.707831278,0.685589331,0.504999443,-0.027943812,0.113899919
18,47865.27363,Doctor,0.600020706,0.115907406,570070.0612,-207448.6351,,-1.285504523,0.215262433,-0.850134203,0.52769843,0.414762076,0.073315935,-0.237170631
61,51385.07962,nan,0.599069968,-0.033625474,781465.4444,-2203.4864,1,-1.302577479,0.23944421,0.230967329,0.568392664,0.584968402,0.117330317,-1.492790121
25,57642.52199,Doctor,0.567210528,0.042548993,489565.7207,112186.1505,1,-2.04920577,0.258267619,0.308221312,0.583735571,0.488743947,0.071944098,1.223112945
41,50107.98165,Unemployed,0.615519068,0.119724692,539330.705,-18667.89623,1,-0.382252248,0.195932614,1.071020472,0.633858309,0.605255049,0.035099576,-0.972155653
28,58819.2991,nan,0.682509826,-0.13716737,426194.2916,72906.3645,0,-0.032990303,0.254772474,0.091926037,0.358655183,0.541334629,0.037495566,-1.242196595
68,33151.27861,Student,0.513286978,-0.0709441,518125.1163,35116.54676,1,-0.517362989,0.195745742,0.248932106,0.645801555,0.467217103,0.019394323,0.040818566
34,42520.3001,Engineer,0.534188351,-0.02885487,546027.1625,34166.0232,,1.390333184,0.165026956,-0.105270616,0.589752078,0.652101494,0.06834823,-0.315756837
25,28611.99685,Unemployed,0.569627397,-0.078375352,519484.234,-27131.49781,1,1.315887267,0.180362469,-1.304306924,0.628574016,0.45006288,0.152833097,0.601441594
52,69970.08157,Teacher,0.465412908,0.173493658,398030.468,-121658.0804,1,1.928843964,0.213348879,-0.199604672,0.650248832,0.283438101,0.218094535,0.872653936
52,69839.92128,Teacher,0.518074214,-0.085677209,520636.1771,-112153.0147,0,0.046528466,0.254258892,0.062833573,0.639380884,0.588057967,0.101809136,0.720564852
50,56266.16068,Engineer,0.552377913,-0.055554678,646219.5939,70935.25145,1,1.183819059,0.200073143,-0.44382348,0.399263915,0.534993199,0.138412429,-0.00178301
76,39873.81929,Student,0.687438918,0.020438903,544863.5765,1945.825552,,0.308852649,0.166317156,-1.564453987,0.49389894,0.628371919,0.052958896,0.553297424
22,73898.78272,Unemployed,0.626256133,-0.120214953,596198.7189,-13851.22446,1,0.208382313,0.272213002,-1.134990468,0.633281593,0.411832614,-0.004582595,-1.560013095
59,43955.85522,Doctor,0.619358991,-0.039568071,476298.803,-42389.00423,,-0.467386075,0.128259174,-0.039381298,0.61996962,0.475284834,0.192580454,1.094360857
56,47867.92873,Engineer,0.685089796,0.031745326,574990.0239,-30518.88455,0,-2.263146791,0.166639731,0.932753096,0.521044631,0.463995823,0.070245063,-0.404829641
75,51595.33406,Student,0.586262821,-0.03328604,527926.7838,104691.1794,1,0.637291455,0.244639219,1.682284096,0.67376392,0.593376208,0.135935415,1.969937912
58,54515.15942,Doctor,0.639046485,-0.009338686,404908.927,-33524.40819,0,1.154136237,0.288322862,-0.18383058,0.574357483,0.565085018,0.107923059,1.124799977
45,56438.02602,Teacher,0.589677825,-0.052933211,531852.1005,-134106.4713,1,-1.525617928,0.224034063,-0.716874271,0.688572635,0.521480038,0.149729546,-0.197285583
24,56839.61637,Teacher,0.626536235,-0.151447031,400830.3337,74365.17755,,-0.009698662,0.212494378,-0.372509499,0.721002131,0.52212447,0.147704883,0.021410628
26,48554.75915,Doctor,0.541724134,0.032159321,436711.9725,-20487.66639,0,0.991647168,0.185456741,-1.046415236,0.627830205,0.384902884,0.113886283,1.184061614
25,56681.00952,Engineer,0.356118284,0.175493307,518932.8307,3139.586553,1,-0.359498777,0.227403558,0.787745541,0.655555248,0.576868214,0.11938906,-2.26011883
29,48107.92341,Teacher,0.586572084,0.001840163,529724.4273,160757.8306,,1.193103673,0.206468384,2.137611629,0.539153992,0.578912102,0.160629229,-0.160230783
51,55793.03437,Unemployed,0.742274814,0.022526412,381076.7535,-2056.055735,0,-0.140283033,0.162273432,-0.692534884,0.689220987,0.729110717,0.079515356,1.70142374
50,54972.91778,nan,0.69262154,0.069272276,605398.5771,28918.36731,1,-0.525158531,0.184550312,-1.192041544,0.621812437,0.547078497,0.177780748,0.84485359
65,57628.47291,Doctor,0.696539748,-0.12693305,557200.6278,-117892.3491,0,1.250286913,0.1566277,1.00648333,0.570528896,0.563245869,0.064607188,-0.837713875
72,56379.66699,Doctor,0.723613072,0.170251466,429527.1564,-21966.94524,1,-0.933753736,0.200680781,0.318051548,0.478118167,0.547760113,0.103828997,0.314474611
40,45575.67625,Teacher,0.608865759,0.02023288,346241.5204,60952.60452,,-0.724904032,0.208091974,0.334929026,0.551455863,0.430329523,0.131458993,-0.976693195
79,54587.10172,Engineer,0.619731571,0.16318569,485509.5421,-155537.3734,,-0.895545885,0.28171916,1.588173928,0.489052446,0.624940143,0.018545336,-0.341466873
41,56533.99738,Unemployed,0.53823481,-0.0733033,455405.6286,20084.50931,0,-1.142595269,0.170130144,-1.366486321,0.676148974,0.494425382,0.169092402,0.333837619
54,37088.75611,Engineer,0.568392714,0.181806192,511314.0457,10079.10726,0,0.153033917,0.190961162,-1.394416565,0.722042991,0.480704115,0.123795042,0.509825182
